"Longitude","Latitude","HousingMedianAge","TotalRooms","TotalBedrooms","Population","Households","MedianIncome","MedianHouseValue","OceanProximity"
-117.67,33.6,20,1213,171,565,170,7.2592,314.8,"<1H OCEAN"
-122.79,39.09,20,1798,395,685,331,1.625,66.8,"INLAND"
-123.23,39.13,33,1176,211,529,217,3.8958,144,"<1H OCEAN"
-122.19,37.48,38,1300,269,608,292,4.5568,286.9,"NEAR BAY"
-117.3,33.23,13,3619,791,1759,806,2.765,98.5,"<1H OCEAN"
-118.19,35.05,14,2992,573,1631,526,3.7452,83.2,"INLAND"
-122.01,37.37,11,2559,694,1309,668,4.1847,167.3,"<1H OCEAN"
-121.62,39.09,21,2693,481,1337,435,3.8534,99.7,"INLAND"
-121.47,38.55,52,1384,295,561,244,2.0242,94.6,"INLAND"
-118.43,34.26,37,1269,348,1835,335,3.2583,147.2,"<1H OCEAN"
-117.92,33.87,33,1597,NA,1888,423,3.055,157.8,"<1H OCEAN"
-118.36,33.86,36,681,122,360,128,5.2799,332.6,"<1H OCEAN"
-117.9,34.06,33,1701,290,831,275,5.4469,274.7,"<1H OCEAN"
-122.58,38.46,15,2936,517,1182,501,3.3981,246.9,"<1H OCEAN"
-118.4,33.99,39,1613,380,1113,356,2.825,276.7,"<1H OCEAN"
-118.19,33.78,29,1013,392,1083,316,1.8438,162.5,"NEAR OCEAN"
-117.37,34.08,17,2029,404,1190,437,2.9554,115,"INLAND"
-117.8,33.81,14,1206,142,572,149,8.847,388.7,"<1H OCEAN"
-120.62,37.35,20,1457,372,1000,346,1.4615,69.2,"INLAND"
-120.88,37.52,2,1871,409,707,256,2.6103,133.6,"INLAND"
-118.18,33.91,41,1260,299,1535,322,3.0134,128.1,"<1H OCEAN"
-122.02,38.25,10,2237,454,1255,429,3.1176,126.5,"INLAND"
-122.04,37.97,21,6445,1839,3621,1735,2.5841,112.5,"NEAR BAY"
-118.26,34.15,18,2481,756,1763,675,2.8088,247.5,"<1H OCEAN"
-121.42,38.56,21,2066,748,2548,734,1.3571,55,"INLAND"
-118.25,34.15,13,1107,479,616,443,0.8185,187.5,"<1H OCEAN"
-118.13,33.85,36,1885,391,1049,405,3.55,212.8,"<1H OCEAN"
-121.31,37.98,47,3386,663,1228,619,3.0625,141.5,"INLAND"
-117.11,32.62,27,1846,509,1078,482,2.1719,131.5,"NEAR OCEAN"
-122.03,37.56,31,4981,964,2841,924,4.8962,220.2,"NEAR BAY"
-122.06,37.7,33,3906,790,1912,770,3.5187,209.4,"NEAR BAY"
-121.7,39.36,46,1210,243,523,242,1.91,63.9,"INLAND"
-118.25,33.88,37,1027,217,1042,254,2.2121,98.6,"<1H OCEAN"
-121.38,38.59,36,1239,237,764,222,3.0156,103,"INLAND"
-121.29,38,12,4038,1074,3440,942,1.9698,112.3,"INLAND"
-121.3,38.59,25,3002,718,1660,613,2.1116,89.6,"INLAND"
-121.93,37.73,8,831,231,404,224,3.375,350,"<1H OCEAN"
-122.44,37.76,35,1581,422,580,388,4.05,423.1,"NEAR BAY"
-122.42,37.6,34,3562,565,1542,563,5.8783,405.1,"NEAR OCEAN"
-118.97,35.41,36,1896,315,937,303,3.996,85.5,"INLAND"
-121.01,37.74,14,2368,297,796,301,8.7783,435,"INLAND"
-118.18,33.81,27,471,132,315,96,1.75,154.2,"NEAR OCEAN"
-124.14,40.72,18,2581,499,1375,503,2.8446,100.5,"NEAR OCEAN"
-120.28,38.07,13,1996,410,618,218,2.9083,104.6,"INLAND"
-118.14,34.02,40,1912,502,2077,500,2.6,180.6,"<1H OCEAN"
-117.25,32.86,27,2530,469,594,326,7.2821,500.001,"NEAR OCEAN"
-118.14,33.92,31,3731,853,2313,801,3.2237,218.2,"<1H OCEAN"
-122.48,37.74,52,2166,423,1072,370,4.131,314.3,"NEAR OCEAN"
-121.44,38.65,28,1219,240,559,212,3.8295,122.2,"INLAND"
-122.47,37.78,52,2951,647,1448,591,3.1392,422.4,"NEAR BAY"
-120.61,37.03,34,1841,354,1019,356,1.7841,67.5,"INLAND"
-121.99,36.99,29,3119,507,1476,487,5.8123,281.5,"NEAR OCEAN"
-117.82,33.9,25,1137,170,524,164,7.5744,259.3,"<1H OCEAN"
-121.93,37.34,48,2068,495,946,452,3.0375,218.5,"<1H OCEAN"
-122.32,37.93,40,1141,213,434,196,3.9464,186.9,"NEAR BAY"
-117.67,33.44,25,2994,519,903,410,6.6852,500.001,"<1H OCEAN"
-121.31,38.64,19,5407,838,1927,804,4.6302,195.4,"INLAND"
-118.28,34.04,48,1521,513,1772,458,2.2232,162.5,"<1H OCEAN"
-121.3,38.68,19,2655,438,1253,454,5.2817,140.6,"INLAND"
-118.41,34.19,45,1106,225,595,228,3.6625,190.7,"<1H OCEAN"
-117.23,32.8,28,3379,918,1849,849,3.0293,241.7,"NEAR OCEAN"
-115.52,32.67,6,2804,581,2807,594,2.0625,67.7,"INLAND"
-117.96,33.71,19,1624,221,782,228,4.5962,304.5,"<1H OCEAN"
-119.55,36.51,46,55,11,26,5,4.125,67.5,"INLAND"
-117.04,32.68,13,2132,425,1345,432,4,89.3,"NEAR OCEAN"
-122.49,37.7,36,1946,340,828,313,5.2811,287.7,"NEAR OCEAN"
-118.3,33.91,30,1842,476,1491,420,3.0147,155.1,"<1H OCEAN"
-117.62,34.03,15,3942,661,2240,621,4.8311,176,"INLAND"
-117.62,34.07,16,6009,1599,5110,1389,2.5677,128.9,"INLAND"
-122.16,37.45,19,2207,810,1304,775,2.1406,402.5,"NEAR BAY"
-118.37,33.95,5,6955,2062,3591,1566,3.111,247.6,"<1H OCEAN"
-121.21,38.65,14,3443,510,1413,505,5.6529,196,"INLAND"
-118.11,34.1,20,3090,802,2109,738,3.3801,192.5,"<1H OCEAN"
-117.21,34.14,16,1613,245,811,267,5.2591,140.7,"INLAND"
-118.01,33.67,16,3581,780,1644,774,5.041,397.6,"NEAR OCEAN"
-118.27,33.91,42,1786,358,1318,373,2.625,101.1,"<1H OCEAN"
-119.01,35.4,11,8739,2190,4781,1919,1.7109,44.6,"INLAND"
-119.32,36.32,29,2409,436,1142,440,3.6895,87.7,"INLAND"
-117.27,33.19,8,973,289,663,209,2.724,139.3,"NEAR OCEAN"
-118.86,35.9,38,298,55,161,47,4.125,71.3,"INLAND"
-119.04,35.37,44,1618,310,667,300,2.875,82.7,"INLAND"
-119.64,36.56,34,576,117,363,97,2.0658,92.5,"INLAND"
-119.17,34.19,28,1444,508,2145,437,1.6964,175,"NEAR OCEAN"
-118.1,33.81,36,856,146,451,164,5.1993,246,"<1H OCEAN"
-118.13,34.16,36,2162,658,1337,590,2.2095,176.7,"<1H OCEAN"
-118.49,34.27,33,3047,527,1578,507,4.58,236.2,"<1H OCEAN"
-118.3,33.9,29,2617,668,1868,647,3.6,208.8,"<1H OCEAN"
-122.17,40.2,28,1782,334,873,311,3.3594,79.1,"INLAND"
-122.31,37.54,46,2444,397,952,402,4.75,388.2,"NEAR OCEAN"
-118.37,34.05,48,1266,234,539,222,4.005,275,"<1H OCEAN"
-117.84,33.82,24,10281,1689,4926,1629,4.7946,251.2,"<1H OCEAN"
-122.28,37.82,52,1387,341,1074,304,1.2171,80.3,"NEAR BAY"
-117.25,34.11,30,2173,560,1509,486,1.4079,67.7,"INLAND"
-121.81,37.26,16,1911,327,1158,332,5.9359,249.5,"<1H OCEAN"
-119.2,36.28,22,2295,508,1654,478,1.684,65.9,"INLAND"
-118.35,34.02,34,5218,1576,3538,1371,1.5143,118.8,"<1H OCEAN"
-121,37.64,52,530,177,325,158,1.1875,90.6,"INLAND"
-120.25,39.34,9,2739,555,294,110,3.1842,162.5,"INLAND"
-118.61,34.73,25,3080,587,1558,510,5.0839,156.7,"INLAND"
-122.28,37.49,29,4148,635,1638,627,6.912,457.2,"NEAR OCEAN"
-117.37,33.97,34,3676,697,2653,682,2.5804,92.4,"INLAND"
-122.09,37.11,32,2637,489,1031,410,3.6474,231.6,"NEAR OCEAN"
-121.97,37.56,13,8918,1823,4518,1772,4.8052,254,"<1H OCEAN"
-122.33,37.99,4,3999,1079,1591,887,3.911,112.5,"NEAR BAY"
-121.95,37.29,30,3734,813,1834,824,3.4505,260,"<1H OCEAN"
-117.77,33.53,46,1033,223,462,224,3.2708,384.7,"<1H OCEAN"
-121.86,39.75,18,1651,309,856,293,3.5046,118.3,"INLAND"
-120.09,37,11,3761,675,2374,673,3.4598,74.6,"INLAND"
-119.34,36.2,12,1632,378,1303,315,2.0333,54.4,"INLAND"
-118.41,34.09,37,2716,302,809,291,15.0001,500.001,"<1H OCEAN"
-122.35,37.93,39,2002,416,1166,395,1.7257,91.5,"NEAR BAY"
-121.97,37.52,23,4925,948,2530,894,5.0824,230.9,"<1H OCEAN"
-120.59,38.45,13,2944,558,1091,466,3,119,"INLAND"
-116.32,34.14,18,1880,487,994,425,1.69,54.2,"INLAND"
-122,38.73,31,371,74,208,84,3.875,137.5,"INLAND"
-121.27,38.69,16,3389,597,1674,568,4.4489,145.6,"INLAND"
-122.17,37.72,5,1692,398,814,328,3.663,158.3,"NEAR BAY"
-121.48,38.58,42,1823,566,761,503,1.245,137.5,"INLAND"
-117.94,33.8,23,2757,734,1811,707,2.8,214.3,"<1H OCEAN"
-117.91,33.66,21,1708,505,1099,434,3.225,193.8,"<1H OCEAN"
-122.44,37.75,21,5457,1247,2304,1180,4.5469,409.7,"NEAR BAY"
-119.71,36.74,18,8099,1670,4476,1514,2.4728,88.3,"INLAND"
-122.34,37.99,42,1531,326,1271,377,2.6167,85.1,"NEAR BAY"
-122.35,37.96,35,1326,346,1023,295,2.0724,97.7,"NEAR BAY"
-116.96,33.52,9,2802,471,1155,421,4.125,392.1,"INLAND"
-117.4,33.94,30,1198,251,1019,214,3.0509,82.7,"INLAND"
-122.02,37.34,30,1036,151,467,156,6.448,360.6,"<1H OCEAN"
-122.16,37.45,37,2926,874,1363,815,4.5987,356,"NEAR BAY"
-118.18,33.82,43,284,65,167,68,4.25,207.5,"NEAR OCEAN"
-119.1,35.35,5,4597,1071,1916,870,4.0327,131,"INLAND"
-122.33,37.98,3,2850,544,1024,515,6.0115,175,"NEAR BAY"
-118.04,34.13,39,2485,382,1072,342,6.0878,430.2,"INLAND"
-122.27,37.8,52,249,78,396,85,1.2434,500.001,"NEAR BAY"
-121.39,38.58,36,2019,369,878,356,2.8462,93.4,"INLAND"
-124.05,40.94,14,1452,217,516,181,5.0329,165.6,"NEAR OCEAN"
-118.51,34.22,36,2794,523,1334,472,4.3462,222.1,"<1H OCEAN"
-121.02,39.17,17,2277,459,1149,476,3.2303,149.5,"INLAND"
-119.05,34.36,22,1815,506,2428,473,2.8417,162.5,"<1H OCEAN"
-118.2,33.93,36,1191,345,1193,295,2.5185,138.8,"<1H OCEAN"
-118.17,34.12,30,3376,720,1990,725,3.7813,232,"<1H OCEAN"
-121.45,38.54,47,1159,250,810,244,2.7787,56,"INLAND"
-121.03,37.68,27,1956,327,1004,307,3.7857,110.5,"INLAND"
-121.16,38.74,17,3353,463,1417,447,5.1721,237.1,"INLAND"
-121.76,38.25,32,1495,333,905,281,2.625,212.5,"INLAND"
-122.42,37.8,52,2657,772,1014,685,4.038,500.001,"NEAR BAY"
-122.25,38.1,52,1780,373,824,317,2.75,109.9,"NEAR BAY"
-122.64,38.23,49,2300,463,1061,429,4.075,228.8,"<1H OCEAN"
-122.42,37.75,52,1207,302,1008,269,3.3816,262.5,"NEAR BAY"
-121.1,39.15,10,680,143,354,140,4.0333,161.5,"INLAND"
-119.78,36.31,14,1287,291,737,269,3.1667,126.4,"INLAND"
-121.43,37.78,24,807,174,585,166,2.6181,163.5,"INLAND"
-122.44,37.78,52,3017,851,1588,800,3.3882,471.4,"NEAR BAY"
-117.63,34.12,4,4323,775,1479,663,6.0758,226.8,"INLAND"
-117.81,33.68,4,1545,304,788,296,4.5469,500.001,"<1H OCEAN"
-121.96,37.34,37,663,127,293,132,3.7813,247.8,"<1H OCEAN"
-122.23,37.76,52,1316,177,378,162,5.2915,333,"NEAR BAY"
-119.05,35.3,9,10822,1994,6241,1906,4.0631,88.2,"INLAND"
-116.91,32.86,15,3153,628,1633,527,3.6898,131,"<1H OCEAN"
-121.39,36.16,28,1057,249,288,130,3.0526,146.9,"NEAR OCEAN"
-118.24,34.15,20,2734,658,1562,607,3.3906,284.1,"<1H OCEAN"
-117.9,33.67,25,639,98,311,93,6.6833,275.9,"<1H OCEAN"
-118.26,33.95,44,1481,329,999,315,1.5147,94.6,"<1H OCEAN"
-116.97,32.78,37,1255,238,671,278,3.7019,138.6,"<1H OCEAN"
-122,37.99,28,4035,641,1881,659,5.4607,192.3,"INLAND"
-117.27,33.21,5,5764,996,3161,1012,4.4531,177.5,"<1H OCEAN"
-118.58,34.2,35,1558,267,793,249,5.1463,220.2,"<1H OCEAN"
-118.19,33.95,42,1651,463,1559,436,2.3882,148.1,"<1H OCEAN"
-121.32,38.65,23,2628,499,1210,453,3.0952,157.7,"INLAND"
-117.95,33.87,22,1432,335,746,296,2.0227,55,"<1H OCEAN"
-121.49,38.54,37,1655,393,841,355,1.6932,78.4,"INLAND"
-117.4,33.95,46,2189,423,866,389,3.1384,111.5,"INLAND"
-121.47,38.56,52,889,162,273,145,3.125,85.6,"INLAND"
-122.03,37.54,35,1867,343,1213,338,4.8214,186,"NEAR BAY"
-117.37,34.13,17,2681,470,1621,459,3.875,118.5,"INLAND"
-118.09,34.11,36,2966,527,1231,482,4.6442,316.8,"<1H OCEAN"
-121.9,37.33,11,1283,390,718,345,4.226,166.7,"<1H OCEAN"
-118.26,34.08,46,945,250,910,252,3.5039,187.5,"<1H OCEAN"
-122.46,37.7,37,3029,738,2436,700,3.3214,243.2,"NEAR OCEAN"
-122.29,37.89,52,2269,380,1004,371,5.1696,261.4,"NEAR BAY"
-121.13,37.74,28,409,104,244,98,3.4643,90.9,"INLAND"
-118.37,34.08,22,3008,938,1224,816,3.2149,300,"<1H OCEAN"
-121.8,37.31,15,1807,378,1277,341,4.5045,164.5,"<1H OCEAN"
-120.94,37.68,4,13315,2424,6420,2289,4.2471,162.1,"INLAND"
-120.45,34.94,24,1702,447,1240,417,2.4091,115.5,"<1H OCEAN"
-117.54,33.76,5,5846,1035,3258,1001,4.7965,160.8,"<1H OCEAN"
-118.26,33.99,30,1702,443,1966,442,1.5521,97.5,"<1H OCEAN"
-122.47,37.72,49,1690,307,770,294,4.5913,259.7,"NEAR OCEAN"
-117.33,33.17,11,10923,2041,4773,1858,4.0791,281.3,"NEAR OCEAN"
-118.32,34.06,36,3239,722,1383,612,4.5918,337,"<1H OCEAN"
-121.89,37.35,43,1185,296,933,244,2.925,170.8,"<1H OCEAN"
-122.42,37.78,19,4065,1645,2079,1470,3.1462,187.5,"NEAR BAY"
-122.2,37.4,30,2612,338,980,324,10.0481,500.001,"NEAR OCEAN"
-122.33,38.33,15,3193,468,1303,426,5.3017,202.6,"NEAR BAY"
-122.28,37.9,49,3191,516,1148,507,6.3538,333.7,"NEAR BAY"
-118.18,33.87,44,2137,461,1126,439,3.4408,172.9,"<1H OCEAN"
-118.25,33.98,37,1045,361,1666,337,1.7929,97.2,"<1H OCEAN"
-122.54,37.94,39,3670,775,1519,788,4.4081,435.2,"NEAR BAY"
-120.72,38.38,9,1787,347,806,306,2.525,157.2,"INLAND"
-118.15,33.91,35,1590,350,1299,335,4.0313,163.2,"<1H OCEAN"
-122.35,37.91,4,2851,798,1285,712,4.2895,186.8,"NEAR BAY"
-118.27,34,46,1748,428,1707,409,2.148,103.8,"<1H OCEAN"
-119.77,36.91,3,7520,1143,2878,1077,5.3272,174.2,"INLAND"
-122.04,36.98,33,797,125,385,133,6.7974,367.6,"NEAR OCEAN"
-120.35,37.04,37,1495,292,858,275,2.9306,46.3,"INLAND"
-119.01,35.38,52,114,26,158,26,1.075,67.5,"INLAND"
-119.77,36.84,15,1924,262,848,277,5.3886,125.3,"INLAND"
-118.16,34.11,48,1091,236,632,234,3.7235,263.6,"<1H OCEAN"
-118.46,34.22,39,1500,333,998,309,3.9625,168.2,"<1H OCEAN"
-118.44,34.05,18,4780,1192,1886,1036,4.4674,500.001,"<1H OCEAN"
-117.89,34.1,35,3185,544,1858,564,3.8304,175.9,"<1H OCEAN"
-122.32,37.96,34,2070,357,784,294,4.0417,182.8,"NEAR BAY"
-122.6,38.24,16,1410,209,741,229,4.725,204.5,"<1H OCEAN"
-117.66,34.15,25,3430,485,1284,438,8.5282,360.1,"INLAND"
-121.98,37.8,17,3354,422,1457,425,7.6473,345.8,"<1H OCEAN"
-122.29,37.56,12,6474,1467,2516,1390,5.0353,305.8,"NEAR BAY"
-122.04,37.54,26,2145,369,1285,377,4.9464,223.8,"NEAR BAY"
-118.24,33.96,39,643,186,821,191,2.5729,97.3,"<1H OCEAN"
-121.26,38.65,17,2655,421,991,384,4.6484,270.6,"INLAND"
-121.49,38.57,49,1334,492,634,421,1.7568,93.8,"INLAND"
-117.68,34.09,22,1547,334,773,316,2.9812,148.8,"INLAND"
-117.26,32.85,30,3652,499,978,462,8.2374,500.001,"NEAR OCEAN"
-122.22,37.46,13,2888,546,1182,504,6.0255,409.3,"NEAR OCEAN"
-122.15,37.71,36,998,178,531,183,4.0208,191.5,"NEAR BAY"
-118.36,34.05,48,1825,404,728,363,3.3824,322.6,"<1H OCEAN"
-117.16,34.06,33,2101,468,1997,412,2.8125,117.2,"INLAND"
-121.76,38.94,48,540,110,234,74,3.6111,67.5,"INLAND"
-121.14,37.48,6,1772,332,1011,331,3.7045,128.1,"INLAND"
-118.2,33.77,42,517,233,995,212,2.225,106.3,"NEAR OCEAN"
-122.45,37.74,38,5688,930,2263,908,6.203,346.8,"NEAR BAY"
-122.09,37.64,36,1885,307,853,271,4.1141,173.1,"NEAR BAY"
-119.67,36.65,20,2512,449,1464,450,3.9211,92.3,"INLAND"
-118.29,33.96,36,1717,417,902,368,1.4868,113.2,"<1H OCEAN"
-118.7,34.28,27,727,136,467,144,3.7188,250,"<1H OCEAN"
-121.57,37,18,7241,1225,4168,1138,4.5714,260.3,"INLAND"
-118.32,34.09,34,1478,675,1976,653,2.0557,225,"<1H OCEAN"
-117.91,33.85,35,932,258,1147,267,2.7014,156.7,"<1H OCEAN"
-117.96,34.07,32,2910,709,2583,670,3.7736,158.4,"<1H OCEAN"
-117.14,33.23,11,4068,829,918,500,3.1272,281.3,"<1H OCEAN"
-117.7,33.5,4,7474,1037,2969,1007,8.7591,434.7,"<1H OCEAN"
-117.94,33.94,30,1596,307,845,309,4.5096,241.1,"<1H OCEAN"
-118.04,33.81,22,4057,624,2204,643,5.8527,241,"<1H OCEAN"
-118.27,33.79,39,1417,359,1450,367,2.8462,172,"<1H OCEAN"
-117.66,34.07,37,2454,511,1165,504,2.9474,139.6,"INLAND"
-118.16,34.02,41,1256,391,1511,381,1.7981,166,"<1H OCEAN"
-118,34.03,25,6909,1154,3912,1121,5.257,226.1,"<1H OCEAN"
-117.25,33,14,2518,458,931,414,5.8393,485.3,"NEAR OCEAN"
-120.81,38.67,14,8396,1578,3952,1474,3.0565,118.8,"INLAND"
-122.02,37.35,22,3219,756,1479,667,4.1473,354.4,"<1H OCEAN"
-119.63,34.44,37,3188,442,984,376,9.4522,500.001,"<1H OCEAN"
-119,35.36,39,896,217,805,197,1.25,42.5,"INLAND"
-122.38,37.71,47,1088,190,558,166,4.2708,207.1,"NEAR BAY"
-118.29,33.9,27,1013,394,1067,400,1.7714,159.4,"<1H OCEAN"
-122.26,37.77,52,1565,315,637,297,4.7778,351.8,"NEAR BAY"
-122.08,37.68,26,1167,370,253,137,2.4196,275,"NEAR BAY"
-117.88,34.09,29,3416,790,2223,728,3.5109,186,"<1H OCEAN"
-119.22,34.27,11,4695,955,2065,982,3.2158,223.6,"NEAR OCEAN"
-122.26,37.54,13,1422,295,395,195,5.3247,327.8,"NEAR BAY"
-118.33,33.99,44,1918,387,1041,364,2.8542,126.5,"<1H OCEAN"
-121.33,38.67,17,2683,704,1410,659,1.962,130.2,"INLAND"
-118.35,34.04,41,1617,423,1110,375,2.4635,169.4,"<1H OCEAN"
-122.03,37.3,30,3007,554,1551,616,5.8521,326.3,"<1H OCEAN"
-122.12,37.68,45,2179,401,1159,399,3.4839,180.6,"NEAR BAY"
-118.28,33.74,16,855,271,486,250,0.7591,350,"NEAR OCEAN"
-118.26,34.24,42,890,179,555,200,4.4821,271.9,"<1H OCEAN"
-121.67,36.58,11,5892,837,2327,812,6.1551,291.8,"<1H OCEAN"
-117.4,33.95,43,633,166,292,135,1.1601,121.4,"INLAND"
-122.71,38.44,27,966,251,462,230,1.7,350,"<1H OCEAN"
-122.08,37.38,36,782,130,348,128,6.828,383.9,"NEAR BAY"
-118.52,34.21,34,1663,299,762,282,5.1265,211,"<1H OCEAN"
-117.15,33.7,2,6305,1265,2489,1152,3.1319,111.5,"INLAND"
-118.11,33.85,36,2418,389,1138,387,4.8393,216.3,"<1H OCEAN"
-118.36,33.98,45,1559,305,891,341,4.4038,259.4,"<1H OCEAN"
-121.62,39.13,41,1147,243,583,239,2.2431,63.4,"INLAND"
-118.15,34.71,35,1503,309,842,300,2.5278,97.7,"INLAND"
-124.08,40.94,18,1550,345,941,335,2.3147,70.1,"NEAR OCEAN"
-117.59,34.09,16,2401,465,1757,500,3.9755,120.4,"INLAND"
-122.67,38.43,17,1804,304,750,298,4.5588,196.4,"<1H OCEAN"
-118.1,34.08,21,1349,352,1188,330,2.5,182.1,"<1H OCEAN"
-119,35.35,35,1164,277,992,284,1.4015,48.7,"INLAND"
-120.61,35.12,12,3430,793,1840,720,2.9821,162,"<1H OCEAN"
-122.18,37.79,46,2109,387,922,329,3.9712,208.1,"NEAR BAY"
-121.67,36.68,38,5561,1292,3523,1253,2.8289,168.3,"<1H OCEAN"
-118.14,33.76,50,914,167,322,165,4.7361,418.8,"NEAR OCEAN"
-122.03,37.27,32,4350,645,1551,609,7.8279,500.001,"<1H OCEAN"
-117.2,32.82,35,2772,537,1392,521,3.337,172.3,"NEAR OCEAN"
-118.29,33.73,30,3161,NA,1865,771,2.7139,231.7,"NEAR OCEAN"
-124.19,41.78,15,3140,714,1645,640,1.6654,74.6,"NEAR OCEAN"
-120.17,39.33,18,1046,204,486,179,4.119,110.9,"INLAND"
-123.53,40.88,20,2680,599,918,345,2.2115,75,"INLAND"
-122.45,37.77,52,1722,465,885,437,3.0906,500.001,"NEAR BAY"
-117.05,32.58,25,2185,370,1558,369,5.3072,132.7,"NEAR OCEAN"
-121.96,36.98,16,4907,1117,2265,1048,2.6757,229.2,"NEAR OCEAN"
-121.97,37.76,8,3743,581,1633,567,6.7027,381.9,"<1H OCEAN"
-118.15,34.03,42,1481,411,1206,394,2.6806,189.3,"<1H OCEAN"
-118.27,34.02,21,1314,375,1505,366,2.319,97.2,"<1H OCEAN"
-117.74,34.1,29,2742,488,2477,532,3.5072,121.9,"INLAND"
-121.84,36.59,34,3852,733,1661,696,4.3269,221.3,"<1H OCEAN"
-121.84,37.32,16,1866,364,1835,412,5.3363,212.8,"<1H OCEAN"
-120.62,35.11,18,2241,544,1521,509,2.0292,155.8,"<1H OCEAN"
-120.7,35.55,10,3979,761,1834,671,3.5,172.1,"<1H OCEAN"
-117.93,34.09,35,1891,353,1093,382,4.0167,165.5,"<1H OCEAN"
-118.15,34.13,30,2763,520,1143,465,4.7298,500.001,"<1H OCEAN"
-122.39,37.58,36,6026,852,2314,892,7.8997,500.001,"NEAR OCEAN"
-120.72,35.63,31,3476,644,1476,567,3.3472,195.2,"<1H OCEAN"
-117.21,33.95,5,8403,1240,3962,1150,5.2174,155.5,"INLAND"
-117.95,33.63,17,6745,1547,2688,1535,3.9917,271.6,"<1H OCEAN"
-117.33,34.07,32,2086,458,1355,412,2.5238,89.2,"INLAND"
-116.58,33.09,36,992,224,334,126,3.0089,134.4,"INLAND"
-118.21,33.81,43,905,199,764,204,3.3214,162.2,"NEAR OCEAN"
-116.08,33.86,16,381,89,182,75,2.425,76.1,"INLAND"
-118.66,34.18,25,6612,857,2519,843,8.3912,419,"<1H OCEAN"
-122.18,39.7,23,1658,307,836,297,3.35,85.4,"INLAND"
-122.65,38.46,14,2096,420,926,397,4.0647,187.8,"<1H OCEAN"
-120.96,37.64,36,60,12,51,14,3.625,67.5,"INLAND"
-122.36,37.54,23,6184,747,2165,700,10.1675,500.001,"NEAR OCEAN"
-121.78,37.67,28,1773,278,804,269,4.8571,201.1,"INLAND"
-121.94,37.24,26,2561,388,1165,393,7.3522,363.8,"<1H OCEAN"
-118.31,34.04,29,2038,578,2070,570,2.0658,214.6,"<1H OCEAN"
-117.24,33.21,9,2486,626,1938,525,2.1293,151.4,"<1H OCEAN"
-117.15,33.2,16,2690,459,1253,393,4.0328,294.6,"<1H OCEAN"
-119.28,36.32,16,2812,514,1620,523,3.7404,89.2,"INLAND"
-121.97,37.36,34,884,153,534,154,6.0116,271.2,"<1H OCEAN"
-118.25,33.92,46,723,154,411,165,2.0893,96.5,"<1H OCEAN"
-119.19,36.14,41,759,140,408,129,3.9,85.9,"INLAND"
-118,34.13,24,2584,520,1869,503,3.2841,167,"INLAND"
-122.18,37.73,43,1391,293,855,285,2.5192,76.4,"NEAR BAY"
-119.02,36.05,22,2078,431,1336,456,2.2202,65.2,"INLAND"
-117.99,33.84,34,2079,343,1379,352,5.103,207,"<1H OCEAN"
-117.08,32.63,33,2891,793,1607,754,2.1281,139.8,"NEAR OCEAN"
-122.56,37.91,52,1972,327,755,345,7.1924,500.001,"NEAR BAY"
-118.23,34.15,19,2294,716,1686,680,3.0288,258.3,"<1H OCEAN"
-117.87,34.11,23,4066,819,2105,737,4.6556,199.6,"<1H OCEAN"
-121.48,38.5,23,2679,792,1740,659,1.3679,70.3,"INLAND"
-121.62,39.75,20,1173,261,523,258,1.0625,92.8,"INLAND"
-118.64,34.25,47,1315,290,581,268,5.4024,253,"<1H OCEAN"
-117.25,33.08,14,7208,1012,3097,1014,6.617,285.2,"NEAR OCEAN"
-118.42,33.93,28,4603,993,2191,943,4.5743,382.2,"<1H OCEAN"
-118.08,33.93,39,1478,324,1127,320,3.525,158,"<1H OCEAN"
-117.13,32.7,38,1445,392,1286,357,1.4632,80.2,"NEAR OCEAN"
-118.08,33.91,30,3259,942,2744,895,2.8608,165.6,"<1H OCEAN"
-122.39,37.72,52,135,34,93,26,2.1484,181.3,"NEAR BAY"
-122.25,37.86,52,4048,663,1316,590,5.3794,376.9,"NEAR BAY"
-118.19,34.12,44,1219,324,1036,282,4.0417,170.6,"<1H OCEAN"
-117.94,33.94,26,1962,540,1236,520,2.2156,145,"<1H OCEAN"
-117.27,34.12,27,2896,684,1514,668,1.462,70.2,"INLAND"
-121.71,39.25,37,1871,321,806,294,4,101.4,"INLAND"
-122.49,37.74,52,2302,457,1154,424,4.5744,315.2,"NEAR OCEAN"
-119.04,35.31,11,2161,371,1267,388,4.1957,92.7,"INLAND"
-121.45,38.53,34,1717,354,848,306,2.4741,87,"INLAND"
-118.1,34.06,31,2852,740,3100,725,2.9524,178.8,"<1H OCEAN"
-121.44,38.43,3,39320,6210,16305,5358,4.9516,153.7,"INLAND"
-116.06,34.2,29,1202,290,383,156,1.3371,66.9,"INLAND"
-119.67,34.44,32,3202,537,1316,538,5.2888,463.8,"<1H OCEAN"
-116.87,32.75,15,2053,321,993,309,5.5164,248.9,"<1H OCEAN"
-121.32,38.62,33,898,190,470,201,2.6897,148.3,"INLAND"
-118.79,34.26,17,1986,249,761,241,7.2137,401.9,"<1H OCEAN"
-118.94,35.41,10,3216,526,1539,483,6.3639,143,"INLAND"
-122.41,37.79,52,3302,869,1178,727,3.3681,500.001,"NEAR BAY"
-117.72,34.05,31,2220,526,1662,472,2.7321,104.3,"INLAND"
